,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations

0,EFHK,2022-09-25T00:00:00,9.0,9.0,7.0,87.28,0.0,0.0,,0,0,11.2,3.6,20.0,1015.0,32.3,10.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,EFHK

1,EFHK,2022-09-25T01:00:00,8.0,7.3,7.0,93.4,0.0,0.0,,0,0,11.9,5.4,360.0,1014.0,42.9,10.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,EFHK

2,EFHK,2022-09-25T02:00:00,6.0,3.9,5.0,93.3,0.0,0.0,,0,0,11.9,9.4,320.0,1014.0,0.0,10.0,0.0,,0,10,Clear,clear-night,EFHK

3,EFHK,2022-09-25T03:00:00,7.0,5.5,6.0,93.35,0.0,0.0,,0,0,12.2,7.6,330.0,1014.0,4.2,10.0,0.0,,0,10,Clear,clear-night,EFHK

4,EFHK,2022-09-25T04:00:00,7.0,5.1,6.0,93.35,0.0,0.0,,0,0,12.2,9.4,330.0,1014.0,23.2,10.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,EFHK

5,EFHK,2022-09-25T05:00:00,5.0,2.8,5.0,100.0,0.0,0.0,,0,0,10.8,9.4,320.0,1014.0,13.1,10.0,0.0,,0,10,Clear,clear-night,EFHK

6,EFHK,2022-09-25T06:00:00,5.0,3.2,5.0,100.0,0.0,0.0,,0,0,10.8,7.6,330.0,1013.0,0.0,10.0,0.0,,0,10,Clear,clear-night,EFHK

7,EFHK,2022-09-25T07:00:00,6.0,3.9,5.0,93.3,0.0,0.0,,0,0,11.5,9.4,340.0,1013.0,25.0,10.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,EFHK

8,EFHK,2022-09-25T08:00:00,6.0,3.9,6.0,100.0,0.0,0.0,,0,0,12.2,9.4,330.0,1013.0,25.0,10.0,12.0,0.0,0,10,Partially cloudy,partly-cloudy-day,EFHK

9,EFHK,2022-09-25T09:00:00,7.0,7.0,6.0,93.35,0.0,0.0,,0,0,14.8,6.8,346.8,1013.0,14.6,10.0,76.0,0.3,1,10,Clear,clear-day,EFHK

10,EFHK,2022-09-25T10:00:00,8.0,6.3,6.0,87.19,0.0,0.0,,0,0,18.0,9.4,340.0,1012.0,77.7,10.0,167.0,0.6,2,10,Partially cloudy,partly-cloudy-day,EFHK

11,EFHK,2022-09-25T11:00:00,9.0,6.9,6.0,81.48,0.0,0.0,,0,0,22.0,13.0,360.0,1012.0,25.0,10.0,270.0,1.0,3,10,Partially cloudy,partly-cloudy-day,EFHK

12,EFHK,2022-09-25T12:00:00,10.0,7.5,4.0,66.28,0.0,0.0,,0,0,24.1,18.4,10.0,1012.0,25.0,10.0,351.0,1.3,4,10,Partially cloudy,partly-cloudy-day,EFHK

13,EFHK,2022-09-25T13:00:00,11.0,11.0,4.0,62.0,0.0,0.0,,0,0,26.6,20.5,340.0,1011.0,25.0,10.0,415.0,1.5,4,10,Partially cloudy,partly-cloudy-day,EFHK

14,EFHK,2022-09-25T14:00:00,12.0,12.0,2.0,50.37,0.0,0.0,,0,0,29.9,20.5,340.0,1011.0,25.0,10.0,440.0,1.6,4,10,Partially cloudy,partly-cloudy-day,EFHK

15,EFHK,2022-09-25T15:00:00,11.0,11.0,3.0,57.78,0.0,0.0,,0,0,29.9,16.6,340.0,1010.0,25.0,10.0,403.0,1.5,4,10,Partially cloudy,partly-cloudy-day,EFHK

16,EFHK,2022-09-25T16:00:00,12.0,12.0,3.0,54.08,0.0,0.0,,0,0,27.4,18.4,350.0,1010.0,25.0,10.0,350.0,1.3,4,10,Partially cloudy,partly-cloudy-day,EFHK

17,EFHK,2022-09-25T17:00:00,11.0,11.0,3.0,57.78,0.0,0.0,,0,0,24.8,16.6,350.0,1010.0,25.0,10.0,265.0,1.0,3,10,Partially cloudy,partly-cloudy-day,EFHK

18,EFHK,2022-09-25T18:00:00,11.0,11.0,3.0,57.78,0.0,0.0,,0,0,21.6,13.0,330.0,1009.0,25.0,10.0,146.0,0.5,1,10,Partially cloudy,partly-cloudy-day,EFHK

19,EFHK,2022-09-25T19:00:00,11.0,11.0,3.0,57.78,0.0,0.0,,0,0,17.3,9.4,20.0,1009.0,88.0,10.0,36.0,0.1,0,10,Partially cloudy,partly-cloudy-day,EFHK

20,EFHK,2022-09-25T20:00:00,9.0,9.0,4.7,74.44,0.0,0.0,,0,0,15.8,4.7,53.3,1009.0,100.0,24.1,0.0,,0,10,Overcast,cloudy,

21,EFHK,2022-09-25T21:00:00,8.4,8.4,4.7,77.53,0.0,0.0,,0,0,10.1,3.6,29.9,1008.0,100.0,24.1,0.0,,0,10,Overcast,cloudy,

22,EFHK,2022-09-25T22:00:00,7.9,7.9,4.8,80.77,0.0,23.8,,0,0,7.2,3.2,21.9,1008.0,100.0,24.1,0.0,,0,10,Overcast,cloudy,

23,EFHK,2022-09-25T23:00:00,7.4,7.4,4.7,82.99,0.0,23.8,,0,0,6.8,3.2,33.9,1008.0,100.0,24.1,0.0,,0,10,Overcast,cloudy,

24,EFHK,2022-09-26T00:00:00,7.0,7.0,4.7,85.29,0.0,23.8,,0,0,7.2,3.6,40.5,1008.0,100.0,24.1,0.0,,0,10,Overcast,cloudy,

25,EFHK,2022-09-26T01:00:00,6.7,6.7,4.6,86.46,0.0,23.8,,0,0,7.2,3.2,49.9,1007.0,100.0,24.1,0.0,,0,10,Overcast,cloudy,

26,EFHK,2022-09-26T02:00:00,6.5,6.5,4.6,87.66,0.0,23.8,,0,0,8.3,4.0,59.6,1007.0,100.0,24.1,0.0,,0,10,Overcast,cloudy,

