,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations

0,EFHK,2022-09-26T00:00:00,4.0,2.7,3.0,93.19,0.0,0.0,,0,0,6.8,5.4,50.0,1008.0,25.0,10.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,EFHK

1,EFHK,2022-09-26T01:00:00,5.0,3.2,4.0,93.25,0.0,0.0,,0,0,7.6,7.6,60.0,1008.0,88.0,10.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,EFHK

2,EFHK,2022-09-26T02:00:00,6.0,5.0,4.0,87.0,0.0,0.0,,0,0,9.4,5.4,50.0,1007.0,88.0,10.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,EFHK

3,EFHK,2022-09-26T03:00:00,6.0,4.4,5.0,93.3,0.0,0.0,,0,0,11.5,7.6,60.0,1007.0,88.0,10.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,EFHK

4,EFHK,2022-09-26T04:00:00,7.0,4.8,5.0,87.09,0.0,0.0,,0,0,13.0,11.2,50.0,1007.0,88.0,10.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,EFHK

5,EFHK,2022-09-26T05:00:00,7.0,5.1,5.0,87.09,0.0,0.0,,0,0,14.4,9.4,50.0,1007.0,88.0,10.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,EFHK

6,EFHK,2022-09-26T06:00:00,7.0,5.5,5.0,87.09,0.0,0.0,,0,0,15.1,7.6,50.0,1006.0,88.0,10.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,EFHK

7,EFHK,2022-09-26T07:00:00,6.0,3.9,5.0,93.3,0.0,0.0,,0,0,14.4,9.4,70.0,1006.0,50.0,10.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,EFHK

8,EFHK,2022-09-26T08:00:00,7.0,4.5,6.0,93.35,0.0,0.0,,0,0,11.9,13.0,60.0,1006.0,88.0,10.0,11.0,0.0,0,10,Partially cloudy,partly-cloudy-day,EFHK

9,EFHK,2022-09-26T09:00:00,8.0,6.0,6.0,87.19,0.0,0.0,,0,0,8.6,11.2,70.0,1006.0,88.0,10.0,71.0,0.3,1,10,Partially cloudy,partly-cloudy-day,EFHK

10,EFHK,2022-09-26T10:00:00,9.0,7.5,7.0,87.28,0.0,0.0,,0,0,11.5,9.4,90.0,1006.0,88.0,10.0,189.0,0.7,2,10,Partially cloudy,partly-cloudy-day,EFHK

11,EFHK,2022-09-26T11:00:00,10.0,8.7,7.0,81.61,0.0,0.0,,0,0,22.7,9.4,120.0,1007.0,88.0,10.0,245.0,0.9,2,10,Partially cloudy,partly-cloudy-day,EFHK

12,EFHK,2022-09-26T12:00:00,11.0,11.0,7.0,76.35,0.0,0.0,,0,0,24.5,18.4,130.0,1007.0,88.0,10.0,198.0,0.7,2,10,Partially cloudy,partly-cloudy-day,EFHK

13,EFHK,2022-09-26T13:00:00,12.0,12.0,6.0,66.71,0.0,0.0,,0,0,26.6,18.4,160.0,1007.0,88.0,10.0,140.0,0.5,1,10,Partially cloudy,partly-cloudy-day,EFHK

14,EFHK,2022-09-26T14:00:00,12.0,12.0,6.0,66.71,0.0,0.0,,0,0,27.0,22.3,140.0,1007.0,88.0,10.0,127.0,0.5,1,10,Partially cloudy,partly-cloudy-day,EFHK

15,EFHK,2022-09-26T15:00:00,11.0,11.0,6.0,71.27,0.0,0.0,,0,0,26.6,11.5,139.5,1007.0,88.0,10.0,268.0,1.0,3,10,Partially cloudy,partly-cloudy-day,EFHK

16,EFHK,2022-09-26T16:00:00,13.0,13.0,5.0,58.29,0.0,0.0,,0,0,26.6,18.4,140.0,1007.0,60.8,10.0,341.0,1.2,3,10,Partially cloudy,partly-cloudy-day,EFHK

17,EFHK,2022-09-26T17:00:00,12.0,12.0,5.0,62.24,0.0,0.0,,0,0,27.0,20.5,120.0,1007.0,25.0,10.0,252.0,0.9,3,10,Partially cloudy,partly-cloudy-day,EFHK

18,EFHK,2022-09-26T18:00:00,11.8,11.8,6.5,69.97,0.0,0.0,,0,0,27.0,11.5,110.5,1008.0,66.7,24.1,143.0,0.5,1,10,Partially cloudy,partly-cloudy-day,

